,dates,headline,section_name,abstract,Format_date,Tag
2,2003-04-12T05:00:00+0000,U.S. Diplomats Are Leaving Overseas Posts,World,"Combination of war in Iraq, terrorist threats and spread of respiratory disease SARS results in largest withdrawal of American diplomats from overseas posts since Persian Gulf war in 1991; State Dept has evacuated total of 1,400 diplomats and their dependents from 17 countries in recent months; number could surge, depending on spread of SARS in some countries; withdrawals raise questions about government's ability to use private and public diplomacy to improve relations with nations shaken by war in Iraq (M)",4/12/2003,
3,2003-04-11T05:00:00+0000,Federal Agency Issues Guidelines On Handling Infected Students,World,"Centers for Disease Control and Prevention issues first guidelines for school administrators and health officials in determining what to do if student has SARS, mysterious respiratory disease; says students who have been exposed to SARS but do not have symptoms--fever, cough, sneezing--should be allowed to attend school, but should be vigilant for onset of symptoms; CDC says that SARS has not so far been transmitted from affected individuals to other people through casual contact in schools or public gatherings in US (M)",4/11/2003,
4,2003-04-11T05:00:00+0000,Hong Kong Resists Wide Quarantine for Mystery Illness,World,"Hong Kong officials are strongly resisting kind of broad quarantines that other countries have imposed, despite growing international pressure to halt spread of new respiratory disease there; two weeks ago Hong Kong ordered only people sharing households with SARS patients to stay home for 10 days; new rules will involve unannounced visits by police to homes of those family members to make sure they do not go out; calls for tighter restrictions are growing; there is growing view among many doctors in Hong Kong that quarantine would not work; photo (M)",4/11/2003,
5,2003-04-11T05:00:00+0000,Carrier of New Virus Made 7 Flights Before Treatment,World,"Hong Kong Dept of Health officials say that man infected with new respiratory disease called SARS flew from Hong Kong to Munich, Barcelona, Frankfurt, London, Munich again, Frankfurt again and then back to Hong Kong before entering hospital; appeal for passengers and air crews from all seven flights, which were all on Lufthansa, to consult medical professionals; it is not known whether man, who is 48, has infected anyone else on flights; despite assurances from airlines about filters aboard modern planes, at least 13 people have fallen ill with SARS so far after sharing flight from Hong Kong to Beijing last month with elderly man who had been infected while visiting his brother in hospital in Hong Kong; travelers are continuing to board planes while feeling ill despite strenuous warnings from World Health Orgn and national health agencies that they not do so (M)",4/11/2003,
6,2003-04-11T05:00:00+0000,U.S. Pulls Diplomats From 17 Countries,World,"A combination of war, terrorist threats and the spread of the respiratory disease known as SARS has resulted in the largest withdrawal of American diplomats.",4/11/2003,
7,2003-04-10T05:00:00+0000,3 U.S. Health Workers Said to Be Infected,World,Officials of Centers for Disease Control and Prevention report three health care workers in US have caught mysterious respiratary disease SARS while caring for patients in this country; will not disclose where cases occurred; CDC has previously reported separate instances in which patients with disease have transmitted it to six household members in this country (M),4/10/2003,
8,2003-04-10T05:00:00+0000,A Beijing Doctor Questions Data on Illness,World,"Dr Jiang Yanyong, senior retired military physician, says China's health ministry is lying about number of people hospitalized in Beijing with severe acute respiratory syndrome; says number in military hospitals alone could be 'up to 100'; health ministry has reported only 12 cases and 3 deaths in Beijing; another doctor, speaking on condition of anonymity, claims there are dozens of patients at one nonmilitary hospital in Beijing; fact that so many cases have gone unreported in Beijing underscores China's continuing lack of openness in confronting outbreak that has left 1,279 people ill and killed 53 in China; worldwide, tally is 2,750 infected and 103 dead; photo (M)",4/10/2003,
9,2003-04-10T05:00:00+0000,World Briefing | Asia: Singapore: Church Suspends Confessions,World,Archbishop Nicholas Chia announces Roman Catholic Church in Singapore will give general absolution this Easter and suspend individual confessions due to SARS in region (S),4/10/2003,
0,2003-04-11T05:00:00+0000,"Utah Man, in China, Dies of Disease",World,"James E Salisbury, Utah man teaching English in China's Guangdong Province, has died of severe acute respiratory syndrome on his way to Hong Kong hospital; his 6-year-old son, who has flulike symptoms, is now under observation at another Hong Kong hospital; photo (M)",4/11/2003,
1,2003-04-09T05:00:00+0000,Chinese Official Says Disease Is Controlled in City of Origin,World,"Chinese official says mysterious respiratory illness SARS has been brought under control in Guangzhou, where it emerged last November before spreading worldwide; WHO doctors end visit; 43 people have died in region, with 1,206 reported infected (M)",4/9/2003,
2,2003-04-09T05:00:00+0000,Republicans Press for Bill to Shield Vaccine Makers From Suits,World,Senate Republican leader Bill Frist cites mysterious new respiratory illness SARS to revive bill that would shield vaccine manufacturers from lawsuits; photo; Democrat Christopher Dodd notes talks on bill concern childhood vaccines; bill remains hugely controversial because of way Republicans quietly inserted it into homeland security legislation at behest of Eli Lilly lobbyists; provision was removed after protests (M),4/9/2003,
3,2003-04-08T05:00:00+0000,"Respiratory Disease, Thought Close to Being Contained, Is Found to Be Spreading",World,"WHO officials who believed they were containing SARS report serious setbacks as clusters of new cases of severe acute respiratory syndrome appear in several countries, including Singapore and Vietnam, which have taken aggressive counter-measures; Canadian authorities check contacts of elderly man who was not suspected of having SARS when he died April 1; note apparent milder versions in other older people; 188 of 226 suspected cases are in Ontario, including Dr Allison McGeer, director of infection control at Mount Sinai Hospital in Toronto; US has 148 suspected cases, and Dr Julie L Gerberding of Centers for Disease Control warns problem is only beginning, with particular worry about hypertransmitters; Dr Anthony Fauci reports work on vaccine; photo (M)",4/8/2003,
